ids,Pregunta,Respuesta,Metadata
496,¿Como puedo cancelar un seguro de seguro saldado?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
497,¿Como puedo cancelar un seguro de convertibilidad?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
498,¿Como puedo cancelar un seguro de hotelero?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
499,¿Como puedo cancelar un seguro de seguro prev de invalidez y sobrevivencia?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
500,¿Como puedo cancelar un seguro de seguro prev de invalidez y sobrevivencia?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
501,¿Como puedo cancelar un seguro de renta vitalicia inmediata obligatoria?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
502,¿Como puedo cancelar un seguro de administradora de riesgos profesionales?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
503,¿Como puedo cancelar un seguro de accidentes personales?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
504,¿Como puedo cancelar un seguro de seguro tranquilidad hijos?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
505,¿Como puedo cancelar un seguro de tranquilidad vida activa?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
506,¿Como puedo cancelar un seguro de tranquilidad adulto mayor?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
507,¿Como puedo cancelar un seguro de seguro prorrogado?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
508,¿Como puedo cancelar un seguro de seguro saldado?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
509,¿Como puedo cancelar un seguro de vida entera?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
510,¿Como puedo cancelar un seguro de ofertas de proteccion personas?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
511,¿Como puedo cancelar un seguro de vehiculos bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
512,¿Como puedo cancelar un seguro de autonal.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
513,¿Como puedo cancelar un seguro de empleados seg. bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
514,¿Como puedo cancelar un seguro de consejeros seg. bolivar.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
515,¿Como puedo cancelar un seguro de central motor hyundai bmg?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
516,¿Como puedo cancelar un seguro de empleados banco davivienda.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
517,¿Como puedo cancelar un seguro de dauto 400000.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
518,¿Como puedo cancelar un seguro de pequenos accesorios?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
519,¿Como puedo cancelar un seguro de dauto bolivar.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
520,¿Como puedo cancelar un seguro de auto-leasing.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
521,¿Como puedo cancelar un seguro de daviauto 2006.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
522,¿Como puedo cancelar un seguro de daviauto ferias?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
523,¿Como puedo cancelar un seguro de programa ford?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
524,¿Como puedo cancelar un seguro de programa innovadora?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
525,¿Como puedo cancelar un seguro de da pesadosl 2013?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
526,¿Como puedo cancelar un seguro de davidson.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
527,¿Como puedo cancelar un seguro de leasing de impor bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
528,¿Como puedo cancelar un seguro de leasing veh-empresariales?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
529,¿Como puedo cancelar un seguro de programa especial delima?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
530,¿Como puedo cancelar un seguro de programa la floresta?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
531,¿Como puedo cancelar un seguro de programa asaru?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
532,¿Como puedo cancelar un seguro de poliza honda t.u.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
533,¿Como puedo cancelar un seguro de poliza honda bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
534,¿Como puedo cancelar un seguro de poliza u externado?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
535,¿Como puedo cancelar un seguro de programa continautos?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
536,¿Como puedo cancelar un seguro de asocolsalle autos.?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
537,¿Como puedo cancelar un seguro de programa motos vh?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
538,¿Como puedo cancelar un seguro de auto-confinanciera-fija?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
539,¿Como puedo cancelar un seguro de auto-confinanciera-taxis?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
540,¿Como puedo cancelar un seguro de feria confi particulares?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
541,¿Como puedo cancelar un seguro de leasing plan 50?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
542,¿Como puedo cancelar un seguro de nuevo leasing?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
